contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis Muntmeesters,0344::SB14,3531 HD,1343,949,2,2,0,0,0,902,52,0,0,1,0,0,954,87,196,35,70,14,31,343,24,80,0,7,16,11,35
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Wijkplaats,0344::SB15,3531 SE,3021,1071,9,6,0,1,0,984,103,0,0,1,0,0,1087,102,140,37,76,17,42,400,37,82,3,8,81,7,39
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau KBS De Catharijnepoort,0344::SB16,3532 VM,1628,778,0,1,9,0,0,742,47,0,0,10,1,0,789,70,151,24,74,12,23,283,20,55,1,3,27,8,27
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau KBS De Catharijnepoort,0344::SB17,3532 VM,1409,917,1,2,9,2,0,842,67,0,11,0,0,0,909,90,167,25,94,12,41,351,20,52,2,12,24,3,24
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Van Asch van Wijckschool,0344::SB18,3532 CX,1168,828,2,0,1,0,1,770,60,0,0,1,0,0,831,66,130,35,58,29,28,298,33,63,3,8,21,7,49
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau KBS De Catharijnepoort,0344::SB20,3532 HK,2404,1174,3,6,0,0,0,1089,94,0,0,0,0,0,1183,101,138,51,99,37,52,383,79,98,3,14,28,5,86
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal OBS Oog in Al,0344::SB22,3533 TE,1315,910,1,0,0,0,0,828,83,0,0,0,0,0,911,98,112,53,87,19,40,295,35,77,7,7,44,7,29
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Franz Schubertstraat,0344::SB23,3533 GW,734,1014,5,1,0,0,0,924,96,0,0,0,0,0,1020,154,212,59,99,9,12,319,32,63,8,5,4,4,34
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Wartburg,0344::SB24,3533 KJ,1050,437,0,1,0,0,0,404,34,0,0,0,0,0,438,63,59,41,62,25,19,78,18,16,9,17,1,2,27
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Park Welgelegen (hoofdingang),0344::SB25,3533 HD,1664,843,1,2,0,0,0,787,59,0,0,0,0,0,846,122,146,56,69,16,19,219,49,61,1,19,1,3,62
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurtcentrum Oase,0344::SB26,3534 BA,1599,626,2,1,0,0,1,584,44,0,0,0,0,0,629,50,81,31,37,28,22,233,36,58,0,4,5,5,36
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Ludgerschool,0344::SB27,3553 SR,1648,867,1,0,0,0,0,804,64,0,0,0,0,0,868,85,122,30,73,64,32,250,30,70,3,9,3,6,90
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis Zuilen,0344::SB28,3553 CX,1074,920,1,4,0,0,0,861,64,0,0,0,0,0,925,84,100,41,80,51,44,250,48,83,1,28,10,11,89
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Bij Bosshardt (Leger des Heils),0344::SB29,3554 GE,1751,394,2,1,0,0,0,367,30,0,0,0,0,0,397,37,30,9,36,43,15,109,24,19,0,6,20,3,43
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School De Kleine Vliegenier,0344::SB30,3555 AM,1848,920,3,2,0,0,0,840,85,0,0,0,0,0,925,73,95,39,85,90,53,191,58,57,1,24,48,10,96
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Vorstelijk Complex,0344::SB31,3554 JK,1501,773,4,4,0,0,1,691,89,0,0,0,0,0,781,74,91,53,74,30,32,211,38,38,7,14,53,6,52
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymlokaal Prof. H. Bavinckstraat,0344::SB32,3555 GS,2278,974,3,1,0,0,0,891,87,0,0,0,0,0,978,93,85,58,80,93,60,178,36,57,7,26,70,10,121
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBS De Cirkel,0344::SB34,3554 GJ,1396,790,4,2,0,1,0,702,95,0,0,1,0,0,797,62,101,33,51,34,30,215,58,51,0,10,85,14,46
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Bibliotheek Zuilen,0344::SB35,3554 GL,1841,1348,11,6,0,3,0,1240,128,0,0,3,0,0,1368,88,147,63,115,107,68,310,66,93,3,24,161,10,93
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Ludgerschool,0344::SB36,3554 AW,1725,917,4,6,0,0,0,837,90,0,0,0,0,0,927,79,102,43,69,91,25,246,34,50,2,9,92,3,72
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau KBS Wijzer aan de Vecht,0344::SB37,3554 VZ,1162,413,0,0,0,0,0,368,46,1,0,1,0,0,414,17,35,11,43,38,11,115,28,20,2,10,39,1,43
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Amsterdamsestraatweg,0344::SB38,3513 AA,1591,952,2,3,0,2,0,861,97,0,0,2,0,0,958,109,171,28,60,19,32,328,28,85,1,10,35,4,42
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Amsterdamsestraatweg,0344::SB39,3513 AA,1475,1033,10,2,1,2,1,963,84,0,0,3,0,0,1048,123,194,25,47,21,37,353,30,95,1,9,40,3,55
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Speeltuin Noordsepark,0344::SB40,3513 GW,2223,647,2,2,0,0,0,587,64,0,0,0,0,0,651,81,90,27,43,21,24,195,24,62,2,8,26,6,38
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis De Uithoek,0344::SB41,3551 EJ,1645,739,2,3,0,0,0,694,50,0,0,0,0,0,744,61,124,24,64,16,34,235,34,70,0,2,30,7,38
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkservicecentrum Noordwest,0344::SB42,3551 DJ,1875,1263,2,1,0,0,0,1194,72,0,0,0,0,0,1266,137,198,61,90,68,39,394,52,78,4,14,26,11,91
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Opzoomerstraat,0344::SB43,3551 BP,1669,882,4,2,0,0,1,822,65,0,0,0,0,0,888,60,97,38,75,56,36,266,36,88,0,5,40,10,75
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Taalschool Utrecht,0344::SB44,3552 EB,1867,1000,2,6,0,1,0,918,91,0,0,1,0,0,1009,94,115,35,79,69,45,262,38,58,0,15,77,7,106
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kerkcentrum Nicolaas Monica,0344::SB45,3552 CT,1854,679,0,0,0,1,1,619,60,0,0,1,0,0,680,42,68,21,44,106,32,142,36,43,5,16,33,7,84
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau St. Antonius ziekenhuis,0344::SB46,3543 AZ,0,238,1,0,0,0,0,220,18,0,1,0,1,0,238,31,28,11,23,12,7,60,9,8,0,5,15,2,27
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Muziekhuis Utrecht,0344::SB47,3552 XE,1576,814,2,6,0,0,0,756,66,0,0,0,0,0,822,63,111,25,50,69,33,226,40,68,3,12,29,7,78
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Provinciehuis,0344::SB48,3584 BA,0,305,2,0,0,0,2,273,32,0,0,0,0,0,307,33,51,9,23,5,14,110,15,20,0,6,5,4,10
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Ondernemingshuis Overvecht,0344::SB49,3561 VA,1353,603,3,2,0,0,0,557,51,0,0,0,0,0,608,41,62,43,45,39,19,147,38,35,3,9,77,5,40
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Bibliotheek Overvecht,0344::SB50,3562 KW,1947,1097,33,12,16,0,0,1045,81,0,16,0,0,0,1126,86,100,71,86,67,74,225,61,76,1,30,110,11,99
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Johannescentrum,0344::SB52,3561 GD,1509,841,4,2,0,0,0,784,63,0,0,0,0,0,847,50,78,54,57,43,33,241,102,36,8,12,61,8,58
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau PC Basisschool Op Dreef,0344::SB53,3561 SB,1668,555,0,4,0,0,0,486,73,0,0,0,0,0,559,31,49,19,44,25,33,82,20,28,6,5,177,2,34
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Kantine,0344::SB54,3561 CB,1589,510,4,1,0,0,0,451,64,0,0,0,0,0,515,44,36,16,54,65,28,82,17,18,9,12,67,2,60
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau R.O.C. Kretadreef,0344::SB55,3562 VA,1663,458,0,4,0,1,1,402,60,0,0,1,0,0,463,17,27,15,41,51,32,42,17,20,4,11,131,2,48
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sociëteit Dombra,0344::SB56,3562 AL,1419,625,6,6,2,0,1,552,86,0,0,2,0,0,639,35,29,32,50,72,36,116,34,26,10,19,97,2,67
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zorgcentrum Zuylenstede,0344::SB58,3563 VA,1810,751,7,7,0,6,0,688,71,0,6,0,0,0,759,47,46,60,74,64,35,134,30,56,3,18,126,5,53
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Castellum Hoge Woerd,0344::SB59,3454 PB,577,415,0,1,0,0,0,373,43,0,0,0,0,0,416,87,61,50,27,15,8,70,20,22,1,14,1,4,35
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Huis aan de Vecht,0344::SB60,3563 TA,1765,696,3,3,0,9,0,638,73,0,0,9,0,0,711,41,36,43,68,75,45,88,48,48,2,25,93,3,81
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBO De Klopvaart,0344::SB61,3564 XZ,1521,358,1,1,0,0,0,330,30,0,0,0,0,0,360,14,28,13,31,30,23,76,25,18,1,12,41,4,42
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Verpleeghuis Rosendael,0344::SB62,3564 GV,1715,906,1,5,0,3,0,793,116,0,3,0,0,0,909,69,42,64,81,55,64,117,32,28,1,19,214,8,112
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis De Boog,0344::SB64,3564 ES,1433,601,0,7,0,0,0,529,79,0,0,0,0,0,608,28,39,29,50,44,38,89,47,31,3,14,139,4,46
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Katholieke basisschool Mattheus,0344::SB65,3564 RA,2057,638,2,2,0,0,0,575,67,0,0,0,0,0,642,29,49,32,63,62,37,108,35,26,4,14,135,3,41
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBS De Koekoek,0344::SB66,3514 TT,1316,890,2,0,68,0,0,772,52,0,68,0,0,0,824,147,183,23,79,4,14,301,23,66,4,5,1,7,33
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau St. Josephkerk,0344::SB67,3515 EM,890,861,2,0,0,3,1,784,81,0,0,3,0,0,866,96,132,42,68,20,32,317,43,65,0,7,7,2,30
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBS De Koekoek,0344::SB68,3514 TT,1304,928,3,4,67,0,0,935,68,1,0,68,0,0,1003,137,219,32,66,8,20,315,18,72,1,2,2,4,32
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sportschool Olympia,0344::SB69,3515 AG,1288,770,2,1,0,1,0,722,52,0,0,1,0,0,774,93,136,29,52,21,18,271,12,85,3,8,8,6,28
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stadsboerderij/Speeltuin Griftsteede,0344::SB70,3514 XR,1354,1038,3,0,0,0,0,958,83,0,0,0,0,0,1041,101,195,30,80,16,33,398,38,93,1,10,5,4,34
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Maria van Reedestraat,0344::SB71,3515 XJ,1326,992,1,0,0,0,0,922,72,0,0,1,0,0,994,97,176,41,91,21,30,375,40,73,1,6,6,8,27
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis De Leeuw,0344::SB72,3515 EA,2539,1394,5,2,0,5,2,1263,131,0,5,0,0,0,1396,122,164,42,137,38,74,454,80,129,7,12,85,3,47
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau ZIMIHC theater Wittevrouwen,0344::SB74,3572 SP,1567,1190,4,1,0,0,0,1099,98,0,0,2,0,0,1197,158,226,44,117,12,28,413,33,106,10,4,4,6,29
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Jenaplanschool Wittevrouwen,0344::SB76,3572 HD,1768,1567,6,1,0,2,1,1432,139,0,2,0,0,0,1572,221,306,55,137,9,43,599,36,114,1,6,3,2,35
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Jenaplanschool Wittevrouwen,0344::SB77,3572 TJ,1866,1026,0,0,0,0,0,932,94,0,0,0,0,0,1026,134,242,31,58,7,26,363,29,88,2,9,1,2,34
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School Nimeto Utrecht,0344::SB78,3572 LP,1571,869,1,2,0,2,0,792,83,1,0,3,0,0,875,157,155,34,80,9,34,244,26,77,1,10,8,7,27
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Nieuw Bleyenburg / Wijkcentrum de Helden,0344::SB79,3572 LA,1780,1089,4,1,0,26,0,1040,82,0,0,28,2,0,1122,121,137,68,123,23,67,328,54,82,2,14,4,13,53
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau RK Kerk,0344::SB80,3571 VK,1637,1412,2,2,0,0,1,1286,129,0,0,0,0,0,1416,228,269,95,139,11,29,420,73,64,8,15,1,8,52
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Jeruzalemkerk,0344::SB81,3571 NN,1605,1232,7,1,1,1,0,1164,78,0,0,2,0,0,1242,140,218,93,118,20,34,355,65,67,3,15,5,12,87
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau USV Hercules,0344::SB82,3573 PV,1060,813,4,1,0,2,0,748,72,0,0,2,0,0,820,111,149,39,74,21,24,245,25,50,1,12,5,7,50
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBS Voordorp,0344::SB83,3573 BK,1475,1037,7,1,0,3,1,962,85,0,0,3,0,0,1048,127,145,41,144,33,35,311,26,66,4,17,11,5,72
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zorgcentrum Tuindorp-Oost,0344::SB84,3571 KE,962,605,1,2,0,1,1,558,48,0,1,0,0,0,607,76,77,62,64,21,18,144,36,35,1,14,3,7,47
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBS Tuindorp,0344::SB85,3571 EN,1983,1353,3,0,0,9,0,1203,144,0,9,0,0,0,1347,240,313,50,144,8,24,397,53,66,0,10,7,3,38
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Krammstate,0344::SB87,3571 AX,1334,762,4,0,0,2,0,731,37,0,0,2,0,0,768,62,119,29,60,12,31,317,45,40,3,3,4,7,30
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Parnassos,0344::SB88,3581 GK,939,895,3,2,0,0,0,830,69,0,1,0,0,0,899,100,150,23,77,10,39,338,43,70,2,5,2,5,31
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Nieuwe Regentesseschool,0344::SB89,3581 GL,1631,908,4,3,1,0,0,855,61,0,0,1,0,0,916,124,186,26,73,9,28,298,39,80,2,2,0,5,36
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Schoolplein,0344::SB90,3581 PX,1100,967,3,0,1,0,0,893,75,0,2,0,1,0,968,178,217,40,70,12,17,284,30,75,2,1,2,5,34
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Podium Oost,0344::SB91,3581 LJ,1304,1255,1,2,0,4,0,1168,94,0,0,4,0,0,1262,189,254,52,96,11,36,403,37,107,2,12,1,10,45
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporting '70,0344::SB92,3573 PV,868,371,2,0,4,0,2,335,31,0,5,0,1,0,368,53,88,8,37,2,11,120,14,22,0,2,0,0,14
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Basisschool De Odyssee,0344::SB93,3581 MJ,1415,1065,3,2,0,1,0,971,100,0,0,1,0,0,1071,183,215,36,71,24,42,331,33,68,4,6,0,6,46
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Geerteschool,0344::SB94,3582 AX,1842,1043,2,0,0,8,0,983,70,0,0,8,0,0,1053,111,202,46,66,26,34,341,28,125,0,2,0,7,55
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurthuis Sterrenzicht,0344::SB95,3582 PL,1256,697,0,3,0,0,2,629,69,0,0,0,0,0,700,59,105,35,39,92,34,187,8,55,2,9,8,1,63
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Burg. Fockema Andreaelaan,0344::SB96,3582 KA,2631,1382,5,4,0,0,1,1312,87,0,0,9,0,0,1400,127,245,59,108,29,39,523,38,120,2,11,12,10,59
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Prof. Kohnstammschool,0344::SB98,3582 HD,1377,640,3,0,0,0,0,590,53,0,0,0,0,0,643,91,112,42,61,9,15,188,36,39,5,8,5,9,20
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Rode Kruis,0344::SB99,3582 GE,1118,764,3,0,0,0,1,704,62,0,0,0,0,0,767,44,108,29,58,16,36,272,25,106,1,6,14,6,43
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Utrechtse Schoolvereniging,0344::SB100,3583 BP,1580,1343,4,0,0,0,1,1213,132,0,1,0,1,0,1346,214,231,64,125,15,46,409,66,92,2,14,2,12,51
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Hoogstraat Revalidatie,0344::SB101,3583 TM,1792,1233,4,1,2,0,2,1122,116,0,0,2,0,0,1240,223,227,45,101,17,33,387,43,108,4,5,2,6,32
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Daltonschool Rijnsweerd,0344::SB103,3584 GV,1683,1079,4,2,0,0,0,964,121,0,0,0,0,0,1085,194,228,43,74,14,22,308,52,77,2,10,3,4,48
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau University College Utrecht,0344::SB104,3584 EE,1063,551,2,0,0,0,1,499,54,1,0,1,0,0,554,95,119,23,36,3,9,176,23,26,1,3,3,6,28
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Saffier,0344::SB106,3523 RC,1770,1140,7,5,2,0,0,1070,84,0,0,2,0,0,1154,74,170,50,100,35,54,404,58,110,3,12,20,11,39
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kinderboerderij Nieuw Rotsoord,0344::SB107,3523 CD,1694,1094,5,0,0,1,1,1021,78,0,0,1,0,0,1100,98,182,35,74,18,28,427,39,102,4,6,18,10,53
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Grand Hotel Karel V,0344::SB108,3511 XA,971,621,1,0,0,0,1,584,37,0,0,0,0,0,622,61,103,17,40,9,9,248,28,67,3,3,1,4,28
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal Hoograven,0344::SB109,3523 KJ,2228,1192,4,7,0,5,0,1080,118,0,5,0,0,0,1198,125,199,80,92,59,55,359,59,47,0,25,8,5,79
