contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Dependance bs  'Vincent van Gogh',0957::SB18,6043 RV,1483,514,5,1,0,0,0,468,52,0,0,0,0,0,520,39,90,53,51,19,29,67,18,24,13,92,5,14
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Wijkgebouw Tegelarijveld,0957::SB19,6042 XW,1009,352,4,0,0,0,0,330,26,0,0,0,0,0,356,42,76,32,11,3,18,31,16,13,7,65,5,33
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau 't Brikkenhoes,0957::SB20,6042 GZ,1411,678,8,1,0,0,0,622,65,0,0,0,0,0,687,154,68,44,91,38,37,70,21,21,13,109,10,2
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool Leeve,0957::SB21,6041 BE,878,518,2,2,0,1,0,457,64,0,1,0,0,0,521,89,73,33,61,41,26,49,16,25,8,92,3,2
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis 'De Duup',0957::SB22,6042 LB,809,414,3,0,0,0,0,369,48,0,0,0,0,0,417,64,77,23,61,12,10,23,10,19,21,85,6,3
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Wijkaccommodatie 'De Vlonder',0957::SB23,6043 WD,1572,653,1,0,0,0,0,574,79,0,1,0,1,0,653,62,114,52,59,27,49,68,20,39,26,118,6,13
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Wijkaccommodatie 'Herteheym',0957::SB24,6049 AK,1458,994,1,0,0,0,2,895,98,0,0,0,0,0,995,147,67,50,210,89,66,113,24,29,26,158,13,2
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Café Zaal de Schuur,0957::SB25,6049 EB,1557,774,2,3,0,0,0,779,0,0,0,0,0,0,779,111,63,37,190,63,36,62,28,29,21,124,10,0
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool Hubertus,0957::SB26,6049 HS,1290,786,8,0,0,0,0,709,85,0,0,0,0,0,794,113,65,49,121,46,58,108,25,25,16,131,8,21
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentrum 'St. Jan Baptist',0957::SB27,6071 JJ,1227,474,2,0,0,0,0,427,49,0,0,0,0,0,476,68,91,47,45,23,56,29,18,19,9,66,3,0
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Kinderdagopvang 'Kiekeboe',0957::SB28,6071 BP,1474,740,6,2,0,0,0,688,65,5,0,5,0,0,753,76,148,62,39,32,85,76,31,31,22,130,5,3
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis 'De Robijn',0957::SB29,6071 VX,1066,718,2,5,0,1,0,656,70,0,0,1,0,0,726,104,124,67,67,29,75,39,33,16,22,126,11,5
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Restaurant 'Maaszicht',0957::SB30,6071 NW,241,137,0,0,0,0,0,131,6,0,0,0,0,0,137,40,5,9,26,8,12,12,2,2,4,17,0,0
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis 'de Kamp',0957::SB31,6071 AL,798,491,0,0,0,0,0,452,39,0,0,0,0,0,491,101,63,42,57,26,30,43,13,23,17,71,3,2
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Eetcafé 'De Mert',0957::SB32,6071 JD,1291,631,1,0,0,0,1,561,70,0,0,0,0,0,632,113,96,59,55,31,62,65,25,24,23,76,2,0
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Eetcafé  'Aod Maerum',0957::SB33,6049 GB,1386,557,1,0,0,0,0,509,49,0,0,0,0,0,558,100,65,39,80,35,18,56,35,27,13,84,3,2
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zalencentrum 'De Donderie',0957::SB34,6043 JA,727,503,0,0,0,4,0,459,48,0,0,4,0,0,507,53,75,35,27,15,28,65,25,18,12,75,14,61
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool 'Neel',0957::SB35,6042 NG,677,453,1,1,0,0,0,411,44,0,0,0,0,0,455,77,21,23,108,43,20,60,10,13,7,55,8,8
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Ontmoetingscentrum 'Het Jeugdgebouw,0957::SB36,6041 KG,548,296,1,0,0,0,1,273,23,0,0,0,0,0,297,31,30,24,39,17,19,41,16,18,9,50,1,1
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Sportcentrum Swalmen,0957::SB37,6071 TV,831,354,0,1,0,0,0,321,34,0,0,0,0,0,355,57,41,18,53,23,26,33,14,4,10,70,1,4
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stadskantoor,0957::SB38,6041 TG,972,414,0,2,0,0,0,379,37,0,0,0,0,0,416,58,46,28,64,19,24,58,10,13,10,68,6,10
Venlo,Roermond,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Mobiel stembureau,0957::SB39,,0,259,2,0,0,0,4,240,17,0,0,0,0,0,261,41,11,16,46,24,20,46,5,11,4,26,6,3
