contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kerkgebouw De Kandelaar,0307::SB19,,1544,986,1,1,0,0,0,892,96,0,0,0,0,0,988,114,131,61,89,27,36,226,120,51,20,26,12,3,70
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Woon- en zorgcentrum Nijenstede,0307::SB20,,1412,738,10,4,0,2,0,689,65,0,0,2,0,0,754,76,78,59,53,32,39,159,74,38,15,21,30,5,59
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkcentrum Het Klokhuis,0307::SB21,,1589,890,4,2,0,0,0,812,88,4,0,4,0,0,900,93,76,60,84,39,63,166,93,37,17,20,65,3,74
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Eemgaarde,0307::SB22,,672,434,1,0,1,0,0,406,30,0,0,1,0,0,436,76,32,38,41,15,28,59,33,19,21,29,0,3,40
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw Guido de Bres,0307::SB23,,1623,1211,0,0,0,0,0,1083,128,0,0,0,0,0,1211,131,160,88,116,26,74,342,89,69,11,17,11,4,73
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Corderiuscollege,0307::SB24,,1436,825,2,2,0,0,0,740,89,0,0,0,0,0,829,121,125,66,82,16,18,177,80,38,11,8,28,6,49
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Seniorenflat Otto Scheltus,0307::SB25,,1455,627,2,2,0,0,0,588,43,0,0,0,0,0,631,96,80,50,71,19,38,110,31,36,4,11,1,5,75
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Martuskerk,0307::SB26,,677,705,0,1,0,1,0,633,74,0,0,1,0,0,707,99,96,45,46,16,27,173,101,35,19,5,0,2,41
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Elimkerk,0307::SB27,,1341,718,3,3,0,0,0,666,58,0,0,0,0,0,724,74,80,44,60,18,34,149,87,45,24,18,26,8,51
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Fontijnkerk,0307::SB28,,1070,871,1,0,0,0,0,798,74,0,0,0,0,0,872,146,143,95,72,15,33,168,67,44,10,6,10,3,59
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal Juliana van Stolberg,0307::SB29,,1417,933,2,0,0,0,0,854,76,0,5,0,5,0,930,106,97,67,83,36,66,205,75,75,9,30,13,6,65
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau MBO Leusderweg,0307::SB30,,1120,482,2,0,0,0,0,439,45,0,0,0,0,0,484,31,38,25,48,23,48,96,45,40,6,17,16,4,45
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau St. Ansfriduskerk,0307::SB31,,1622,994,1,1,0,1,0,905,94,2,0,3,0,0,999,161,166,63,74,18,39,249,79,64,11,16,1,2,51
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Lyceum De Amersfoortse Berg,0307::SB32,,1467,962,2,1,0,0,0,872,93,0,0,0,0,0,965,157,125,66,102,21,30,227,61,60,7,16,4,11,75
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zon en Schild,0307::SB33,,454,173,2,0,0,0,0,167,8,0,0,0,0,0,175,17,16,14,22,11,17,26,13,12,3,7,0,0,15
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zorgcentrum De Lichtenberg,0307::SB34,,317,130,0,0,0,0,0,121,9,0,0,0,0,0,130,21,20,23,7,3,10,13,16,4,3,3,0,0,7
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Bergkerk,0307::SB35,,1642,1548,10,5,0,1,0,1315,247,0,1,0,0,0,1562,459,309,152,105,20,40,177,97,62,11,8,1,8,99
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Nieuw-Apostolische kerk,0307::SB36,,1162,671,2,1,0,5,0,591,88,0,0,5,0,0,679,149,112,35,57,4,21,140,48,53,6,6,1,3,36
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Verpleeghuis Birkhoven,0307::SB37,,277,99,0,0,0,0,0,83,14,0,2,0,2,0,97,19,7,5,5,6,3,12,14,8,4,0,0,2,14
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Kubus,0307::SB38,,1432,794,1,1,0,0,1,727,68,0,0,0,0,0,796,44,50,38,54,105,102,130,51,47,5,27,11,0,130
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw de Magneet,0307::SB39,,1390,513,2,1,0,0,0,470,46,0,0,0,0,0,516,28,19,14,57,64,46,57,27,32,3,32,10,7,117
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Emmauskerk,0307::SB40,,1597,1047,4,5,0,0,0,975,81,0,0,0,0,0,1056,54,90,38,82,116,97,205,97,63,9,32,20,6,138
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Westerkerk,0307::SB41,,1389,573,0,4,0,0,0,525,52,0,0,0,0,0,577,37,38,34,39,47,51,134,81,31,3,12,7,1,58
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Woon- en zorgcentrum Puntenburg,0307::SB42,,1229,707,3,2,0,0,0,655,57,0,0,0,0,0,712,87,76,55,75,44,43,109,39,45,5,29,10,6,84
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Orthodoxe Parochie,0307::SB43,,1520,540,4,3,0,0,0,501,46,0,0,0,0,0,547,23,38,29,40,35,55,126,48,55,11,14,1,2,63
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Cafe de Plank,0307::SB44,,384,333,2,0,0,0,0,282,53,0,0,0,0,0,335,60,18,86,22,15,5,21,17,10,18,8,0,3,50
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Verenigingsgebouw Juliana en Bernhard,0307::SB45,,1180,667,9,2,0,3,0,633,48,0,0,3,0,0,681,95,69,34,64,52,65,89,37,35,1,25,26,5,70
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Apostolisch Genootschap,0307::SB46,,1181,568,1,2,0,0,0,513,58,0,0,0,0,0,571,48,43,33,40,25,43,96,43,30,7,15,103,3,39
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Societeitsruimte Seniorenflat,0307::SB47,,1410,937,1,4,0,0,0,873,68,0,1,0,1,0,941,112,76,100,102,41,55,147,110,37,26,40,5,3,83
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Meander Medisch Centrum,0307::SB48,,0,444,4,0,0,0,0,405,43,0,0,0,0,0,448,50,37,37,44,29,35,67,41,25,2,18,16,3,40
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Woon- en zorgcentrum De Koperhorst,0307::SB49,,1524,856,6,4,2,0,0,799,69,0,2,0,0,0,868,75,60,91,77,34,65,128,161,25,15,36,12,1,76
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Zevensprong 1,0307::SB50,,1645,810,0,1,0,0,0,735,76,0,0,0,0,0,811,101,49,64,82,52,65,106,83,42,5,41,23,4,93
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Zevensprong 2,0307::SB51,,1428,771,3,0,0,0,0,696,83,3,0,5,0,2,779,77,59,48,72,32,67,125,83,40,8,41,19,5,95
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kerkelijk Centrum De Hoeksteen,0307::SB52,,762,652,2,0,0,0,0,611,43,0,0,0,0,0,654,56,31,45,56,40,66,103,92,36,14,16,20,5,72
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Weesboom,0307::SB53,,1343,773,1,4,0,3,0,704,77,0,0,3,0,0,781,57,61,37,83,34,53,150,83,52,20,32,18,7,86
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Drieslag,0307::SB54,,1146,443,1,2,0,0,0,414,32,0,0,0,0,0,446,44,36,30,41,24,36,76,44,30,3,20,16,1,42
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal Zielhorst,0307::SB55,,1516,1075,3,6,9,0,0,996,97,0,0,9,0,9,1093,124,108,104,92,55,61,196,108,40,12,34,19,12,110
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Overseldert,0307::SB56,,1204,451,3,0,0,0,0,418,36,0,0,0,0,0,454,52,41,34,36,37,32,59,39,25,1,18,11,5,61
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Zonnewijzer,0307::SB57,,1119,520,5,1,0,0,0,489,36,0,1,0,1,0,525,72,38,39,59,13,38,66,70,19,11,20,5,4,66
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Kameleon,0307::SB58,,1064,726,5,1,0,0,0,675,58,1,0,1,0,0,733,91,58,58,79,40,39,113,75,20,5,20,21,8,99
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kerkgebouw De Lichtkring,0307::SB59,,1514,979,1,1,0,0,1,907,73,0,0,0,0,0,981,128,82,72,111,36,57,168,135,41,1,38,4,10,96
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kerkgebouw De Brandpunt,0307::SB60,,1281,1139,3,4,0,0,0,1055,91,0,0,0,0,0,1146,174,130,101,94,41,53,183,113,53,7,39,10,8,133
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Mobiel Stembureau Het Pluspunt,0307::SB61,,1437,709,1,1,0,1,0,660,53,1,0,2,0,0,713,113,66,71,66,35,50,119,54,35,3,23,4,11,59
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Meander,0307::SB62,,1299,801,0,3,0,0,0,728,76,0,0,0,0,0,804,99,101,64,75,16,42,182,65,39,1,18,13,10,76
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Dopheide 1,0307::SB63,,1211,744,0,0,0,0,0,664,80,0,0,0,0,0,744,108,84,55,89,42,32,139,67,31,6,21,1,0,69
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Dopheide 2,0307::SB64,,1538,702,1,1,0,0,0,629,74,0,1,0,1,0,703,80,73,49,71,15,36,147,83,31,3,15,11,5,83
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Dubbelster,0307::SB65,,1545,1030,5,1,0,0,0,943,93,0,0,0,0,0,1036,123,85,64,102,38,52,230,107,75,4,24,16,11,99
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kerkgebouw De Inham,0307::SB66,,1567,997,5,0,0,1,0,1001,2,0,0,1,0,0,1003,136,71,128,92,19,54,185,114,42,8,28,1,8,111
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Faam,0307::SB67,,1618,1103,2,2,0,0,0,1004,102,0,1,0,1,0,1106,166,99,128,92,51,47,171,112,49,8,42,6,9,123
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Neng,0307::SB68,,1657,1231,5,0,0,0,0,1142,94,0,0,0,0,0,1236,167,96,231,114,41,59,162,114,43,5,51,1,11,136
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal De Bieshaar 1,0307::SB69,,1532,1023,3,3,2,0,0,939,92,0,0,2,0,0,1031,159,93,141,114,31,65,133,80,28,4,36,4,10,125
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal De Bieshaar 2,0307::SB70,,1500,975,1,2,0,2,0,894,86,0,0,2,0,0,980,158,81,127,97,44,39,135,67,29,10,37,3,6,142
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Malelande,0307::SB71,,1487,1056,2,0,0,3,0,942,119,0,0,3,0,0,1061,214,106,115,73,36,39,176,116,22,9,24,5,8,113
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal Nieuwland 1,0307::SB72,,1337,869,3,2,0,0,0,768,106,0,0,0,0,0,874,157,83,57,64,55,49,125,84,31,3,25,23,6,107
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal Nieuwland 2,0307::SB73,,1617,805,3,2,0,0,0,717,93,0,0,0,0,0,810,136,76,72,50,38,34,106,70,35,9,30,24,14,111
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal Nieuwland 3,0307::SB74,,1556,694,2,0,0,0,0,625,71,0,0,0,0,0,696,116,68,60,58,29,39,77,58,28,5,30,22,6,98
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal Nieuwland 4,0307::SB75,,1403,821,1,0,0,0,0,745,77,0,0,0,0,0,822,161,71,79,77,35,31,103,91,30,6,25,14,9,89
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal Nieuwland 5,0307::SB76,,1636,695,1,1,0,1,0,621,77,0,0,1,0,0,698,145,66,66,45,30,29,88,62,28,4,24,12,8,88
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Boogkerk,0307::SB77,,1596,1131,2,0,0,0,0,1014,118,0,1,0,1,0,1132,188,92,102,85,26,45,138,196,29,11,39,16,8,156
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Informatiecentrum Vathorst,0307::SB78,,1826,950,2,5,0,0,0,852,106,1,0,1,0,0,958,303,99,91,55,33,13,99,98,34,9,13,12,13,78
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal De Brink 1,0307::SB79,,1853,830,0,2,0,1,0,738,95,0,0,1,0,0,833,201,80,67,49,30,32,96,104,27,4,11,23,9,97
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal De Brink 2,0307::SB80,,1661,679,1,0,0,0,0,585,95,0,0,0,0,0,680,132,54,62,58,23,25,73,102,23,5,14,9,5,94
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal De Brink 3,0307::SB81,,1602,825,3,1,0,1,0,738,90,0,1,0,0,0,828,184,69,73,50,33,30,108,86,25,10,13,34,8,102
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Schoolgebouw De Gondelier,0307::SB82,,1642,737,0,0,0,0,0,654,83,0,0,0,0,0,737,167,75,79,45,15,25,100,71,28,4,15,18,15,80
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau St. Pieters en Bloklands Gasthuis,0307::SB83,,1618,884,3,1,0,0,0,804,84,0,0,0,0,0,888,195,76,90,43,41,38,113,91,34,6,22,21,4,110
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau ABC-school De Bron,0307::SB84,,1823,1051,2,2,0,2,1,925,131,0,0,2,0,0,1057,254,130,93,58,31,21,133,118,31,5,12,17,9,139
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau ICOON,0307::SB85,,1704,1532,3,2,0,3,2,1374,164,0,0,3,0,0,1540,305,176,122,117,51,46,227,164,54,20,29,45,26,150
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Woon- en zorgcentrum St. Jozef,0307::SB86,,1684,1060,3,1,0,0,0,980,82,0,2,0,2,0,1062,219,99,185,56,46,65,102,72,29,9,26,6,4,142
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sporthal De Dissel,0307::SB87,,1616,981,4,0,0,0,0,870,115,0,0,0,0,0,985,212,96,129,72,41,48,99,110,21,3,15,16,7,112
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Feefa,0307::SB88,,363,231,0,0,0,0,1,210,20,0,0,0,0,0,231,45,6,26,13,13,14,16,14,6,45,3,1,0,29
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Station Ned. Spoorwegen,0307::SB89,,0,1151,7,1,0,0,1,1104,54,0,0,0,0,0,1159,146,177,66,95,24,43,339,81,77,3,9,13,7,71
,Amersfoort,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau First Class Amersfoort,0307::SB90,,0,493,2,0,0,0,0,461,34,0,0,0,0,0,495,60,83,24,43,7,18,113,54,37,7,6,5,7,29
