contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Staatkundig Gereformeerde Partij (SGP),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),ChristenUnie,Partij voor Zeeland (PVZ),GROENLINKS,50PLUS,DENK,Partij voor de Dieren,Forum voor Democratie
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Hof Mondriaan,0687::SB14,4337 EE,1919,786,3,2,1,0,0,731,61,0,0,1,0,0,792,85,41,23,68,70,107,40,62,40,78,42,24,37,69
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Ter Hoogekerk,0687::SB16,4335 EH,2091,920,3,3,0,0,1,829,94,0,2,0,2,0,924,102,56,220,49,26,83,43,79,28,85,30,12,41,66
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau De Ontmoetingskerk,0687::SB17,4335 PA,1676,831,1,2,0,0,0,765,69,0,0,0,0,0,834,84,66,73,45,36,95,40,84,40,88,36,11,56,77
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Het Getij,0687::SB19,4335 PH ,1605,992,4,4,0,0,0,924,76,0,0,0,0,0,1000,102,60,54,57,55,149,43,72,53,104,61,41,49,92
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Wijkcentrum Palet,0687::SB20,4336 XA,2136,1054,0,4,0,1,0,967,92,0,0,1,0,0,1059,136,65,56,69,64,134,47,71,52,90,75,37,37,121
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Scalda Ravensteijnweg,0687::SB21,4337 PG,1541,829,0,3,0,0,0,717,115,0,0,0,0,0,832,114,121,58,18,46,79,61,63,24,55,24,11,48,107
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau R.K. Franciscusschool,0687::SB22,4337 AL,1260,581,0,0,0,0,0,535,46,0,0,0,0,0,581,56,64,27,38,40,63,38,44,26,46,26,8,27,78
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Hof Mondriaan,0687::SB23,4337 EE,1649,903,7,8,0,4,0,842,80,0,0,4,0,0,922,85,57,15,77,90,98,36,64,38,103,51,32,49,108
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Het Talent,0687::SB25,4333 BW,1189,1097,1,2,0,1,0,1005,94,0,1,0,0,0,1099,163,118,77,43,14,173,88,94,31,152,18,0,63,63
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Wijkcentrum Palet,0687::SB26,4336 XH,1975,1090,4,4,0,2,0,982,118,0,0,2,0,0,1100,162,102,53,73,61,117,36,84,45,80,71,44,39,123
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau ZB| Planbureau en Bibliotheek van Zeeland,0687::SB28,4331 JE,947,850,5,4,0,0,1,781,77,0,0,0,0,0,859,94,97,42,51,28,107,79,39,41,114,40,0,58,60
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Hof van Buren,0687::SB29,4332 VA,1827,909,2,1,0,7,1,836,68,0,7,0,0,0,905,117,111,34,44,38,105,64,60,35,133,49,1,45,73
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Verenigingsgebouw achter Hervormde Kerk,0687::SB31,,1362,705,3,2,0,0,0,600,110,0,0,0,0,0,710,70,27,287,13,59,26,11,89,26,11,22,0,10,54
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Dorpshuis de Arne,0687::SB32,4341 GX,1059,654,0,0,0,0,0,560,94,0,0,0,0,0,654,58,29,267,14,49,26,15,83,20,16,12,0,10,55
,Middelburg,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Stembureau Sporthal De Blikken,0687::SB33,4341LV,1573,1022,0,5,0,4,0,858,165,0,4,0,0,0,1023,181,79,268,28,78,38,15,114,27,17,27,1,11,138
