contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Brede School Duinterpen I  (sporthal),1900::SB11,8607 GM,1115,661,0,0,0,1,0,600,62,0,0,1,0,0,662,79,80,95,31,37,41,45,35,50,12,15,5,10,1,2,123
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Schuttersheuvel,1900::SB12,8602 TM,1024,497,2,0,0,0,1,461,37,0,0,0,0,0,499,65,84,41,17,27,36,15,23,61,12,16,6,10,3,5,76
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkgebouw De Spil,1900::SB13,8608 WD,1389,787,2,2,0,0,0,729,58,0,0,0,0,0,787,82,143,43,77,49,58,28,42,67,22,27,7,15,2,4,121
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Wijkgebouw ""De Watertoren""",1900::SB14,8608 CX,1819,685,1,3,0,0,0,639,50,0,0,0,0,0,689,81,89,39,67,35,111,22,17,32,16,29,10,8,2,0,127
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau 't Convenant,1900::SB15,8602 XW,1081,476,3,2,0,0,0,453,28,0,0,0,0,0,481,61,92,25,31,35,40,29,16,35,16,9,2,6,1,1,77
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Johannes Postschool,1900::SB16,8602 BK,1289,671,1,1,0,0,0,621,52,0,0,0,0,0,673,76,101,65,29,23,62,51,28,55,26,26,16,12,0,4,97
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Brede School Duinterpen II (sporthal),1900::SB17,8607 GM,1201,747,1,1,0,0,0,689,60,0,0,0,0,0,749,85,102,123,28,35,54,42,46,44,19,19,5,10,2,5,128
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wurkwinkel Noorderbrug (zij-ingang),1900::SB18,8604 CA,1411,866,0,3,0,0,0,817,52,0,0,0,0,0,869,125,98,161,36,46,33,57,63,76,30,17,9,19,4,1,91
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Vergaderzaal achter het Witte Kerkje,1900::SB19,8601 GP,686,483,1,0,0,0,0,452,32,0,0,0,0,0,484,60,59,71,19,42,14,28,30,58,19,16,7,7,0,2,51
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Zwetser,1900::SB20,8603 BP,1368,982,0,0,0,0,0,901,81,0,0,0,0,0,982,141,163,111,48,69,44,52,62,106,15,26,8,16,0,3,118
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau It Roefke,1900::SB21,8605 AV,1130,623,2,1,0,1,0,583,40,0,3,0,2,0,623,116,83,48,34,47,39,25,26,40,21,24,12,10,0,4,94
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Woonzorgcentrum Nij Ylostins,1900::SB22,8651 AP,1123,715,1,4,0,0,0,673,47,0,0,0,0,0,720,135,80,40,25,107,34,56,27,42,15,12,6,27,0,9,100
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Eehof,1900::SB23,8651 EH,1265,854,3,2,0,0,0,778,81,0,0,0,0,0,859,145,135,78,21,109,31,37,49,86,20,19,14,31,0,7,72
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau m.f.c. De Driuwpolle,1900::SB24,8551 NW,1297,850,1,0,0,0,2,775,74,0,0,0,0,0,851,200,75,123,17,101,36,53,20,48,16,14,8,6,0,6,127
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Woonzorgcentrum Talmastate,1900::SB25,8621 CX,919,579,1,1,0,0,0,542,39,0,0,0,0,0,581,160,46,59,11,61,19,34,21,64,11,6,6,13,0,3,65
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau m.f.c. De Mande,1900::SB26,8771 RS,829,532,0,2,0,0,0,489,45,0,0,0,0,0,534,181,43,58,20,55,17,21,15,25,15,11,4,6,0,2,59
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau m.f.c. It Joo,1900::SB27,8614 JK,598,404,0,0,0,0,0,357,47,0,0,0,0,0,404,136,24,19,8,82,18,21,5,32,8,5,3,6,0,3,34
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Scharnegoutum Bureau I,1900::SB28,8629 RL,878,674,0,0,0,0,0,625,49,0,0,0,0,0,674,167,67,52,28,73,19,45,25,38,13,16,9,10,0,11,101
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau m.f.c. It Harspit,1900::SB29,8625 HE,1218,804,0,4,0,0,0,731,77,0,0,0,0,0,808,160,57,84,28,162,37,37,41,33,15,18,8,11,0,7,106
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Oan it Far,1900::SB30,8622 XV,717,450,0,0,0,2,0,401,51,0,0,2,0,0,452,123,32,35,18,73,26,20,11,12,0,20,1,9,0,7,63
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Woonzorgcentrum Teatskehûs,1900::SB31,8615 LM,612,429,1,1,0,0,0,399,32,0,0,0,0,0,431,132,52,29,17,90,18,11,1,20,5,3,3,3,0,2,43
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis It Himsterhûs,1900::SB32,8618 NK,822,433,0,0,0,0,0,393,40,0,0,0,0,0,433,115,27,23,18,81,16,27,12,28,3,6,7,7,0,3,60
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Ús Doarpshûs,1900::SB33,8611 JP,214,167,0,0,0,0,0,151,16,0,0,0,0,0,167,60,11,12,5,31,9,0,8,9,3,0,4,2,0,0,13
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Kosterij,1900::SB34,8628 EP,478,331,0,2,0,0,0,298,35,0,0,0,0,0,333,61,29,26,4,74,9,21,15,19,7,10,0,16,1,1,38
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Woonzorgcentrum Aylva State,1900::SB35,8748 CC,1398,838,2,0,0,0,0,779,61,0,0,0,0,0,840,242,111,80,35,83,49,24,21,30,14,22,16,13,0,3,95
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Nije Bân,1900::SB36,8749 GV,466,291,0,1,0,0,0,267,25,0,0,0,0,0,292,61,33,38,12,20,13,9,11,23,16,7,4,3,1,0,40
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau 't Lokaal,1900::SB37,8822 VD,809,486,2,2,0,0,0,433,57,0,0,0,0,0,490,128,67,40,15,29,44,28,14,23,9,5,11,4,0,2,67
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Piers' Stee,1900::SB38,8821 LC,455,297,0,0,0,0,0,268,29,0,0,0,0,0,297,20,52,33,16,26,23,7,10,26,24,8,7,1,0,0,44
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Het Anker,1900::SB39,8754 CX,1415,947,1,1,0,0,0,896,53,0,0,0,0,0,949,260,113,63,60,59,35,43,28,39,27,32,21,8,0,0,159
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Woonzorgcentrum Avondrust,1900::SB40,8754 EB,1492,777,2,3,0,0,0,706,76,0,0,0,0,0,782,218,63,63,33,54,41,41,33,32,17,30,16,9,1,2,124
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis It Doniahûs,1900::SB41,8742 KR,423,289,2,0,0,0,0,262,29,0,0,0,0,0,291,94,28,20,3,44,7,5,12,16,12,4,1,3,0,1,39
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Fûke,1900::SB42,8757 JW,376,224,0,0,0,0,0,202,22,0,0,0,0,0,224,94,9,23,6,13,12,5,5,6,10,7,3,7,0,2,22
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis It Waltahûs,1900::SB43,8765 LJ,407,278,2,0,0,0,0,249,31,0,0,0,0,0,280,82,23,20,9,50,11,15,9,15,8,4,1,2,0,1,28
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis It Honk,1900::SB44,8759 LE,412,281,0,0,0,0,0,262,19,0,0,0,0,0,281,129,24,18,3,31,6,9,4,20,6,3,3,0,0,1,24
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Johannes de Doperkerk,1900::SB45,8763 MK,425,267,1,0,0,0,0,250,18,0,0,0,0,0,268,100,14,26,10,23,6,15,7,12,3,5,6,5,0,1,34
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Nije Haven,1900::SB46,8823 SP,272,182,0,0,0,0,0,168,14,0,0,0,0,0,182,95,10,9,5,23,7,8,2,10,3,1,0,2,0,1,6
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Utwyk,1900::SB47,8746 NH,612,374,1,2,0,0,0,337,40,0,0,0,0,0,377,158,23,13,14,23,15,26,9,16,10,10,7,5,0,2,43
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis It String,1900::SB48,8751 TH,170,100,1,0,0,0,0,92,10,1,0,1,0,0,102,10,19,6,5,8,3,3,2,5,5,4,4,2,0,1,23
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Kultuurhûs Klameare Bureau I,1900::SB49,8711 CL,1330,698,2,0,0,0,0,647,53,0,0,0,0,0,700,140,80,56,25,79,53,39,33,52,18,17,11,7,0,2,86
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Woonzorgcentrum Nij Mariënacker,1900::SB50,8711 CB,1158,984,1,2,0,0,0,907,80,0,0,0,0,0,987,316,88,89,24,94,51,38,42,57,23,24,13,19,0,5,101
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis It Swaeigat,1900::SB51,8724 LH,260,198,0,0,0,0,0,169,29,0,0,0,0,0,198,89,8,14,6,25,3,13,7,6,4,2,0,1,0,4,16
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Gemeenschapscentrum De Foeke,1900::SB52,8713 JN,666,410,1,0,0,0,0,380,32,1,0,1,0,0,412,65,53,45,20,36,43,26,12,20,5,7,2,4,0,0,72
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpscultuurhuis De Spylder,1900::SB53,8721 GM,609,421,0,0,0,0,0,380,41,0,0,0,0,0,421,88,30,27,16,87,13,22,9,36,22,8,6,8,0,2,47
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Woonzorgcentrum Finke,1900::SB54,8723 CC,1175,728,3,0,0,0,0,672,59,0,0,0,0,0,731,211,61,52,20,94,36,37,14,43,17,32,7,9,0,8,87
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Doarpskeamer,1900::SB55,8722 HR,274,168,0,0,0,0,0,159,9,0,0,0,0,0,168,53,18,18,2,26,3,13,0,10,3,1,3,1,0,0,17
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Multifunctioneel Centrum De Kaap,1900::SB56,8715 JC,747,473,0,0,0,0,0,423,50,0,0,0,0,0,473,118,35,45,17,73,29,26,10,21,12,9,7,4,0,1,66
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis ""de Begine""",1900::SB57,8584 VC,438,275,2,0,0,0,0,252,25,0,0,0,0,0,277,58,22,17,10,56,4,17,8,27,24,2,0,5,0,0,25
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Klink,1900::SB58,8723 CW,988,615,2,0,0,0,0,561,57,0,0,1,0,0,618,167,44,22,28,87,47,32,12,37,12,25,4,2,0,5,91
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Doopsgezinde Kerk,1900::SB59,8701 KM,1300,653,2,2,0,0,0,611,46,0,0,0,0,0,657,173,92,57,29,29,32,15,36,53,32,15,11,10,0,3,66
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Verzorgingshuis Huylckenstein,1900::SB60,8701 LT,1410,943,5,2,0,0,0,882,68,0,0,0,0,0,950,270,116,42,67,72,59,49,21,53,15,27,16,9,0,9,118
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Sporthal De Middelzee,1900::SB61,8701 LV,1412,900,8,2,0,0,0,826,84,0,0,0,0,0,910,250,126,79,31,40,43,43,43,48,16,33,9,15,1,5,118
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Appartementencomplex 't Heechhout,1900::SB62,8701 CP,1451,751,1,3,0,0,0,704,51,0,0,0,0,0,755,204,103,22,49,46,66,15,15,46,12,24,11,6,1,3,128
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Verpleeghuis Bloemkamp,1900::SB63,8701 AK,997,683,0,0,0,0,0,649,34,0,0,0,0,0,683,237,90,45,28,42,27,30,18,33,16,20,11,4,1,8,73
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Centrum Gasthuiskerk,1900::SB64,8701 BL,1200,609,1,1,0,0,0,561,50,0,0,0,0,0,611,142,65,41,44,42,25,33,26,31,20,18,14,7,13,6,82
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Doarpshûs De Trijesprong,1900::SB65,9012 DH,709,498,1,0,0,0,0,462,37,0,0,0,0,0,499,81,81,58,26,59,24,14,27,29,13,5,1,14,1,0,65
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau OBS ""De Lege Geaën""",1900::SB66,8647 SM,541,393,2,0,0,1,0,353,41,0,1,0,0,0,394,80,27,33,12,122,17,13,8,16,5,4,0,16,0,2,38
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Brede School Duinterpen III (sporthal),1900::SB67,8607 GM,1238,650,2,0,0,0,0,600,52,0,0,0,0,0,652,78,78,105,37,34,34,36,35,54,12,15,8,9,0,5,110
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau H.C.R. ""De Watersport""",1900::SB68,8621 BW,801,496,0,3,0,0,0,455,44,0,0,0,0,0,499,126,27,52,19,71,13,20,16,47,9,4,7,22,0,0,63
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Kultuurhûs Klameare Bureau II,1900::SB69,8711 CL,1012,574,3,0,0,0,0,524,53,0,0,0,0,0,577,129,71,45,16,57,40,29,20,54,13,14,9,8,0,2,67
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Verzorgingshuis “Nij Stapert”,1900::SB70,8731 CX,1175,635,2,3,0,1,0,579,60,0,1,0,0,0,639,251,80,49,25,83,9,21,18,33,3,12,3,8,0,0,40
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau “It Dielshûs""",1900::SB71,8731 BK,903,780,0,3,0,0,0,710,73,0,0,0,0,0,783,222,91,83,24,117,23,19,36,43,14,10,6,22,0,0,70
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau ""Gebouw 1880""",1900::SB72,8635 MZ,865,573,1,0,0,1,1,525,48,0,0,1,0,0,574,101,85,60,32,86,21,21,24,38,14,6,6,17,0,1,61
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Verenigingsgebouw “De Skoalleseize”,1900::SB73,8734 GS,1292,742,2,0,0,0,0,660,84,0,0,0,0,0,744,241,75,58,24,79,20,36,26,42,11,15,3,16,0,2,94
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Scharnegoutum Bureau II,1900::SB74,8626 GA,874,299,1,0,0,0,0,268,32,0,0,0,0,0,300,52,19,32,14,38,17,29,13,25,7,0,2,5,0,2,44
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Wier,1900::SB75,8626 GA,335,192,0,0,0,0,0,177,15,0,0,0,0,0,192,35,18,37,2,23,0,8,22,16,0,4,1,10,0,3,13
,Súdwest-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau mobiel stembureau StemBUS,1900::SB76,,0,143,0,1,0,0,0,132,12,0,0,0,0,0,144,30,15,6,2,16,4,14,9,11,13,2,1,4,0,2,14
