contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Doarpshûs De Stjelp, Idskenhuizen",1940::SB14,8523 NW,411,246,0,0,0,0,0,223,23,0,0,0,0,0,246,105,8,22,4,28,4,16,5,11,1,4,0,0,0,9,29
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau De Hoekstien, Langweer",1940::SB15,8525 EL,935,526,0,1,0,0,0,499,28,0,0,0,0,0,527,89,68,104,16,58,20,13,17,32,12,12,7,5,0,6,67
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Zorgcentrum Doniahiem, Sint Nicolaasga",1940::SB16,8521 JT,1355,842,3,2,0,0,0,779,68,0,0,0,0,0,847,247,50,110,17,126,24,19,20,50,19,13,11,4,0,9,123
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Sporthal Doniahal, Sint Nicolaasga",1940::SB17,8521 KS,1304,722,0,0,0,0,0,665,57,0,0,0,0,0,722,179,59,64,37,114,37,24,21,51,16,13,3,6,0,5,93
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Doarpshûs 't Spantsje, Tjerkgaast",1940::SB18,8522 ME,289,196,0,0,0,0,0,181,15,0,0,0,0,0,196,76,12,28,3,27,8,1,5,13,1,3,1,0,0,5,13
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Woonzorgcentrum Vegelin State, Joure",1940::SB19,8501 CM,894,386,0,0,0,1,0,350,37,0,0,1,0,0,387,91,55,36,17,56,15,7,9,31,6,9,8,5,0,1,40
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis De Hichte, Ouwsterhaule",1940::SB20,8513 CM,494,321,1,1,0,1,0,305,17,0,1,0,0,0,322,66,34,34,12,46,18,13,13,19,11,8,9,0,0,3,35
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Verenigingsgebouw TV De Skarslach, Scharsterbrug",1940::SB21,8517 HZ,624,344,1,0,0,0,0,311,34,0,0,0,0,0,345,73,26,22,9,67,22,15,11,20,4,7,9,2,1,3,53
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau De Klokkenstoel, Goingarijp",1940::SB22,8511 AE,211,168,0,0,0,0,0,160,8,0,0,0,0,0,168,20,25,29,8,21,8,3,11,15,7,5,0,4,0,0,12
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis De Buorkerij, Terherne",1940::SB23,8493 LC,642,408,1,0,0,0,0,389,20,0,0,0,0,0,409,41,52,97,9,41,19,4,19,30,10,13,7,5,0,0,61
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau MAC Het Baken, Lemmer",1940::SB24,8531 GM,1092,635,0,3,0,1,0,575,64,0,0,1,0,0,639,91,89,75,19,66,51,14,19,21,11,16,8,9,0,12,134
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Verenigingsgebouw De Zandbanken, Lemmer",1940::SB25,8531 LX,1014,651,3,1,0,0,0,609,46,0,0,0,0,0,655,85,76,90,40,40,63,11,20,32,18,17,10,5,2,6,136
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Buurthuis Sterrehuis, Lemmer",1940::SB26,8531 MV,1085,906,2,0,0,1,0,815,94,0,0,1,0,0,909,148,102,150,34,58,49,30,39,63,24,16,11,5,1,11,165
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau SCC De Hege Fonnen, Lemmer",1940::SB27,8531 MV,1110,687,1,0,0,0,2,617,69,0,0,0,0,0,688,139,51,153,21,32,28,24,43,45,17,9,12,4,0,10,99
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Zorgcentrum Suderigge, Lemmer",1940::SB28,8531 EL,1070,534,1,2,2,1,0,484,50,0,3,0,0,0,534,98,63,40,38,44,41,27,16,30,9,18,4,5,0,15,86
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau MFA De Steiger, Lemmer",1940::SB29,8531 BW,1235,644,1,4,0,0,0,585,64,0,0,0,0,0,649,49,73,42,49,37,103,32,15,27,19,21,17,2,7,16,135
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Kerkgebouw Baptistengemeente, Lemmer",1940::SB30,8531 NZ,1476,792,2,0,0,4,0,716,74,0,4,0,0,0,790,101,52,159,26,43,41,25,40,67,25,19,7,6,0,17,164
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Café Restaurant  Tjeukemeer, Oosterzee",1940::SB31,8536 TS,852,508,2,0,0,0,1,458,51,0,0,0,0,0,510,78,47,59,42,24,51,16,20,37,9,11,5,5,0,31,73
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau SCC De Pomp, Bantega",1940::SB32,8538 RB,511,321,2,2,0,1,0,300,26,0,0,1,0,0,326,70,21,27,10,23,27,4,25,14,13,5,3,4,0,13,62
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis De Brêge, Echtenerbrug",1940::SB33,8539 SH,1115,667,1,2,0,0,0,597,73,0,0,0,0,0,670,133,59,82,26,34,52,37,16,45,17,16,14,11,0,43,82
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Servicepunt DFM, Balk",1940::SB34,8561 BC,994,722,0,1,0,0,1,653,68,0,1,0,1,0,722,150,66,60,28,125,23,43,28,46,24,14,6,6,1,7,95
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Zorgcentrum Talma Hiem, Balk",1940::SB35,8561 DD,1090,615,2,2,0,3,0,578,44,0,0,3,0,0,622,174,45,51,20,132,35,30,9,43,11,16,3,2,0,3,41
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Zalencentrum De Treemter, Balk",1940::SB36,8561 BK,994,492,2,2,0,0,0,455,41,0,0,0,0,0,496,91,51,31,9,96,24,27,15,30,11,16,9,5,1,3,73
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis Irene, Wijckel",1940::SB37,8563 AJ,506,333,1,0,0,0,0,301,33,0,0,0,0,0,334,91,18,22,13,67,13,18,7,19,7,6,3,4,0,10,35
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Doarpshûs De Bining, Sondel",1940::SB38,8565 GD,303,203,0,1,0,0,0,185,19,0,0,0,0,0,204,55,8,16,2,41,13,11,9,12,1,5,3,3,0,8,16
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Doarpshûs Nijemardum, Nijemirdum",1940::SB39,8566 JH,429,308,0,1,0,0,0,280,29,0,0,0,0,0,309,85,5,24,4,68,18,19,15,23,7,5,2,1,0,15,17
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau MFC It Klif, Oudemirdum",1940::SB40,8567 JN,1053,724,1,0,0,0,1,628,96,0,0,0,0,0,725,101,29,45,24,167,36,46,21,32,35,15,5,7,0,87,74
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau MFC De Gearte, Bakhuizen",1940::SB41,8574 SZ,1083,606,0,2,0,0,0,553,55,0,0,0,0,0,608,116,21,37,21,137,31,13,19,31,27,11,7,3,1,13,118
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau MFC De Skeakel, Oudega",1940::SB42,8582 KX,256,169,0,0,0,0,0,148,21,0,0,0,0,0,169,52,8,14,2,35,7,2,3,10,2,0,2,2,0,1,29
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Doarpshûs Us Nije Gea, Elahuizen",1940::SB43,8581 KE,279,205,0,1,0,0,0,186,20,0,0,0,0,0,206,48,17,32,6,36,2,7,12,13,5,1,2,0,0,0,24
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Ons Gebouw, Harich",1940::SB44,8571 RH,481,362,0,0,0,0,0,335,27,0,0,0,0,0,362,109,26,37,4,73,9,11,8,27,14,2,2,3,0,11,26
,De Fryske Marren,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau SCC De Poarte, Sloten",1940::SB45,8556 AA,585,367,1,0,0,0,0,330,38,0,0,0,0,0,368,57,27,35,12,79,14,21,15,20,13,8,2,3,0,14,47
