contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),VVD,ChristenUnie,PVV (Partij voor de Vrijheid),Groninger Belang,GROENLINKS,Partij voor de Dieren,Partij voor het Noorden,Forum voor Democratie,50PLUS,DENK
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau 't Vondelhuys,1895::SB11,9673 JH,1733,859,7,4,0,3,1,808,64,0,0,3,0,0,873,128,121,51,26,50,76,103,48,34,24,66,109,23,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Brasserie Slag bij Heiligerlee,1895::SB12,9677 PB,1172,603,4,0,0,0,1,551,55,0,0,0,0,0,607,77,90,22,26,52,30,58,52,30,13,63,79,10,1
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis De Tille,1895::SB13,9678 PR,1174,648,1,1,0,0,0,598,52,0,0,0,0,0,650,67,68,38,23,52,99,37,56,33,10,54,87,24,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Eextahal Scheemda,1895::SB14,9679 HA,1552,793,2,1,0,0,0,744,52,0,0,0,0,0,796,88,97,72,33,73,45,47,67,50,11,81,110,18,1
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Nieuw Vredenhoven,1895::SB15,9679 AX,1236,487,4,1,0,1,0,457,36,0,0,1,0,0,493,65,69,58,16,33,54,27,38,16,8,51,41,11,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dependance gemeentehuis,1895::SB16,9679 BR,1225,940,7,6,0,0,0,881,72,0,0,0,0,0,953,124,129,63,47,69,55,61,78,64,23,103,109,15,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Kantine vv Oldambtster Boys,1895::SB17,9943 PA,366,238,4,1,0,0,0,215,28,0,0,0,0,0,243,26,23,14,6,14,6,11,22,30,13,18,45,10,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis 't Trefpunt,1895::SB18,9944 AG,1101,558,0,2,0,0,0,500,60,0,0,0,0,0,560,48,56,53,23,63,20,53,48,36,21,42,75,20,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gasterij Smits,1895::SB19,9681 AL,1685,955,6,1,0,0,0,869,93,0,0,0,0,0,962,98,113,125,23,56,104,109,65,36,12,84,100,30,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Café De Twee Oldambten,1895::SB20,9682 RB,1022,592,3,2,0,0,0,536,61,0,0,0,0,0,597,62,46,42,16,51,63,56,45,32,21,37,97,24,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Party Centrum Finnewold,1895::SB21,9684 CL,1297,609,2,3,0,0,0,543,71,0,0,0,0,0,614,105,56,20,15,54,8,91,36,23,41,38,102,20,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau MFC De Hardenberg,1895::SB22,9684 AM,1196,580,1,0,0,0,0,519,62,0,0,0,0,0,581,61,63,19,17,76,20,43,39,45,22,44,105,25,1
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Tjamme,1895::SB23,9686 PC,1668,887,1,3,0,1,0,791,99,0,1,0,0,0,890,150,119,35,21,52,15,112,73,39,33,47,164,27,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Noorderlicht,1895::SB24,9688 RV,519,280,0,0,0,0,0,253,27,0,0,0,0,0,280,31,15,16,7,44,8,31,30,18,15,11,47,7,0
,Oldambt,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Akkerschans,1895::SB25,9693 BS,1129,523,0,5,0,0,0,478,50,0,0,0,0,0,528,66,60,15,11,23,16,76,49,32,30,49,80,15,1
