contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Skerne Wibe,1949::SB32,9038 TG,301,198,1,0,0,0,0,187,12,0,0,0,0,0,199,26,31,11,10,20,16,21,5,11,6,7,11,0,0,1,22
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis It String,1949::SB33,9031 XW,411,273,0,0,0,0,0,246,27,0,0,0,0,0,273,49,35,18,12,22,6,7,20,39,16,9,2,4,1,2,31
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Nij Statelân (Graldastate),1949::SB34,9036 JL,857,469,2,1,0,0,0,446,26,0,0,0,0,0,472,84,75,32,24,66,23,35,13,39,10,15,12,1,0,0,40
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Beuckelaer,1949::SB41,9076 DA,898,547,3,0,0,0,0,509,41,0,0,0,0,0,550,125,84,42,24,47,37,24,9,37,15,12,4,1,4,1,81
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau R.K. Kerk, de Skúl",1949::SB42,9076 EA,1214,726,1,0,0,0,0,673,54,0,0,0,0,0,727,143,135,70,32,42,48,30,14,54,18,25,13,3,2,2,95
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Kerk tussen de Dijken,1949::SB43,9072 AJ,530,331,0,0,0,0,0,297,34,0,0,0,0,0,331,77,27,27,27,32,15,27,5,19,14,5,3,5,0,2,46
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau 't Jabikshuus,1949::SB44,9079 KZ,1058,556,2,0,0,0,0,515,43,0,0,0,0,0,558,60,91,57,43,66,31,15,14,24,9,19,14,1,0,0,112
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Verenigingsgebouw de Spitsroeden,1949::SB45,9079 NG,401,234,0,0,0,0,0,207,27,0,0,0,0,0,234,23,27,27,22,11,16,3,5,19,26,14,4,4,0,0,33
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Kyfhûeck,1949::SB46,9077 SN,539,301,0,2,0,0,0,278,25,0,0,0,0,0,303,55,39,23,13,26,19,7,9,18,13,9,3,4,0,2,61
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Aerden Plaats,1949::SB47,9078 WD,760,430,0,2,0,0,0,398,34,0,0,0,0,0,432,76,54,31,24,45,21,14,13,36,23,8,5,13,1,1,65
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau MFA de Doarpsfinne,1949::SB48,9047 JR,1354,722,0,1,0,0,0,666,57,0,0,0,0,0,723,228,58,57,23,78,38,41,22,27,15,22,14,4,1,1,93
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Bining,1949::SB49,9076 BT,1191,613,0,1,0,0,0,567,47,0,0,0,0,0,614,130,94,62,35,66,22,31,11,34,20,12,8,3,0,3,82
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Yn'e Mande,1949::SB56,8842 LE,450,296,0,1,0,0,0,268,28,0,1,0,1,0,296,97,20,25,3,39,11,27,5,7,11,7,1,3,0,3,37
,Waadhoeke,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau MFC De Helling,1949::SB57,8831 XS,1001,621,0,2,0,0,0,563,60,0,0,0,0,0,623,162,54,70,33,75,28,26,13,43,12,14,11,5,0,1,74
