contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau obs Brookschole,1735::SB13,7475 PW,426,321,0,0,0,0,0,298,23,0,0,0,0,0,321,70,111,12,13,10,18,4,7,15,4,5,52,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Woonzorgvoorziening Anholtskamp,1735::SB14,7475 CZ,1129,672,4,3,0,0,0,641,38,0,0,0,0,0,679,111,155,19,113,46,36,11,3,39,42,8,87,2
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau gemeenschapscentrum de Pol,1735::SB15,7497 LD,1507,920,0,0,0,0,0,821,99,0,0,0,0,0,920,597,98,16,31,16,28,6,2,17,19,5,85,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeenschapscentrum Esbrook,1735::SB16,7495 TC,387,195,1,0,0,0,0,167,29,0,0,0,0,0,196,73,40,8,13,11,9,2,0,8,0,2,26,3
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeenschapscentrum  't Kempke,1735::SB17,7495 RL,468,370,2,0,0,0,0,330,42,0,0,0,0,0,372,204,60,10,10,7,13,6,1,12,5,6,36,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeenschapscentrum De Marke,1735::SB18,7496 PP,1001,803,1,2,0,0,0,735,71,0,0,0,0,0,806,503,92,16,21,13,33,4,1,28,21,3,68,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeenschapscentrum De Hoff,1735::SB19,7495 TW,253,164,1,0,0,0,0,150,15,0,0,0,0,0,165,80,32,0,8,13,3,6,1,6,0,0,15,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Parochiehuis,1735::SB20,7491 AB,1055,824,1,3,0,0,0,776,52,0,0,0,0,0,828,228,182,31,64,47,41,6,1,71,30,24,99,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau IKC Magenta (voorheen: PC Basisschool Rannink),1735::SB21,7491 EA,1521,981,0,4,0,0,0,915,70,0,0,0,0,0,985,236,181,49,94,67,46,21,1,80,30,21,154,1
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool Erve Hooyerinck,1735::SB22,7491 DP,1142,982,0,1,0,1,0,981,3,0,0,1,0,0,984,251,151,50,103,67,52,29,2,89,46,34,108,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Woonzorgcentrum De Wieken,1735::SB23,7491 BD,998,611,3,2,0,1,0,570,47,0,0,1,0,0,617,199,120,19,50,38,24,9,1,42,31,22,56,0
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Woonzorgcentrum Herfstzon,1735::SB24,7471 RG,1091,424,1,1,0,0,0,396,30,0,0,0,0,0,426,58,65,43,70,20,33,4,0,25,17,18,65,6
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Cultureel centrum Herberg de Pol,1735::SB25,7478 AG,812,561,1,2,0,0,0,564,0,0,0,0,0,0,564,71,104,30,102,57,13,7,3,56,18,34,65,1
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau RK Petrusschool,1735::SB26,7496 AH,834,420,0,1,0,0,0,392,29,0,0,0,0,0,421,229,46,13,21,8,21,8,1,9,10,5,46,3
,Hof van Twente,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau IKC Magenta (voorheen: De Toonladder),1735::SB27,7491 EA,1309,665,0,4,0,2,0,615,52,0,2,0,0,0,667,155,140,25,52,59,39,13,0,64,14,20,80,4
