contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Rozenhof, Nijmeegsebaan 114",1945::SB12,6564 CK,823,507,0,0,0,0,0,454,54,0,0,0,0,1,508,103,54,84,18,10,43,15,8,99,39,6,2,26,0
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Pluryn, Zevenheuvelenweg 16",1945::SB14,6561 ES,1057,617,1,1,0,0,0,558,61,0,0,0,0,0,619,98,107,57,43,36,38,16,1,74,24,20,7,95,1
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Op de Heuvel, Ericastraat 39",1945::SB15,6561 VX,1998,832,1,3,0,0,0,734,102,0,0,0,0,0,836,64,57,40,81,214,71,6,1,52,26,44,8,163,5
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Sporthal De Duffelt, Gengske 10",1945::SB16,6566 WB,1238,596,2,2,0,0,0,542,58,0,0,0,0,0,600,75,50,48,65,40,56,6,1,50,30,55,3,116,1
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Hotel Millings Centrum, Heerbaan 186",1945::SB17,6566 EW,1117,711,0,0,0,0,0,645,66,0,0,0,0,0,711,87,46,46,76,76,77,4,2,79,33,65,8,107,5
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau De Gevleugelde Vrienden, Weth Arntzstraat 5",1945::SB18,6566 XK,1180,581,4,2,0,0,1,536,50,0,0,0,0,0,587,64,45,19,68,61,69,13,3,47,18,53,9,109,3
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau St. Jan de Deo, Sint Willibrordstraat 1",1945::SB19,6566 DD,1138,545,2,4,0,0,0,495,56,0,0,0,0,0,551,86,61,29,55,35,64,11,3,44,18,51,5,78,5
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Notre Dame, Kasteelselaan 50",1945::SB20,6574 AJ,389,221,1,0,0,0,0,204,17,0,1,0,1,0,221,27,6,33,5,10,19,5,0,84,25,0,0,7,0
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Zorgcentrum 't Höfke, Verbindingsweg 6",1945::SB21,6573 BV,1579,943,3,5,0,0,0,859,92,0,0,0,0,0,951,190,98,119,35,22,72,12,3,186,71,31,9,95,0
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Kulturhus Beek, Roerdompstraat 6",1945::SB22,6573 BH,1265,875,3,3,0,0,1,803,77,0,0,0,0,0,881,101,71,101,82,51,69,16,1,165,70,49,8,90,1
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau De Sprong, Pr. Bernhardstraat 3, Ooij",1945::SB23,6576 BB,2109,1296,3,5,0,0,1,1202,101,0,0,0,0,0,1304,160,154,117,88,84,135,18,4,192,87,80,9,167,1
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Muziekgebouw DES, Klaproostraat 2, Leuth",1945::SB24,6578 AA,1399,790,2,5,0,0,0,727,70,0,0,0,0,0,797,96,117,52,62,58,66,14,0,117,42,54,16,95,1
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Kulturhus Kekerdom, Schoolstraat 7",1945::SB25,6579 AN,423,312,0,1,0,0,0,285,28,0,0,0,0,0,313,40,22,16,36,16,40,4,0,54,36,16,1,31,0
Nijmegen,Berg en Dal,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Mobiel stembureau,1945::SB26,6572 AN,0,57,0,0,0,0,0,53,4,0,0,0,0,0,57,2,17,2,7,0,11,2,0,7,3,3,0,3,0
