contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Sterk Lokaal,Forum voor Democratie,Partij voor de Dieren,Onafhankelijke Partij Drenthe,DENK,Staatkundig Gereformeerde Partij (SGP),Senioren Belang
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Clubhuis Blue Devils,0119::SB11,,2072,1238,2,1,0,0,0,1115,126,0,0,0,0,0,1241,253,128,114,58,44,108,168,124,14,49,123,27,11,10,5,2
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Woonzorgcentrum Reestoord,0119::SB12,,1065,543,1,3,0,0,0,509,39,0,0,1,0,1,548,69,75,39,48,49,18,51,49,24,12,68,25,4,1,7,4
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Het Anker (voormalig wzc A.B.C.),0119::SB13,,1376,726,2,1,0,0,0,674,55,0,0,0,0,0,729,127,68,102,53,38,32,82,48,20,16,92,24,8,0,11,5
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau MFK Het Palet,0119::SB14,,1436,704,5,2,0,0,0,650,61,0,0,0,0,0,711,67,89,50,77,45,39,73,79,20,19,90,35,9,9,1,2
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Wijkservicepunt De Koeberg,0119::SB16,,1395,1082,2,0,0,1,0,1016,69,0,0,1,0,0,1085,104,167,89,111,66,37,100,118,39,28,150,31,15,5,7,15
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Wijkcentrum Oosterboer,0119::SB17,,1467,1045,0,2,0,0,0,975,72,0,0,0,0,0,1047,155,148,93,65,38,91,107,94,34,32,126,39,17,1,2,3
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Het Erf (H. van Boeijen),0119::SB18,,1468,1079,1,1,0,3,0,1082,2,0,0,3,0,0,1084,213,127,78,53,43,116,118,120,21,31,101,33,12,1,8,4
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Verpleeghuis Reggersoord,0119::SB19,,389,193,0,0,0,0,0,166,27,0,0,0,0,0,193,41,16,12,7,10,12,11,25,9,5,39,3,0,0,0,3
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Mobiel Stembureau,0119::SB20,,0,200,1,0,0,0,1,182,18,0,0,0,0,0,201,27,19,12,9,4,23,17,41,1,9,20,14,4,0,0,0
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Woonzorgcentrum Het Kerspel,0119::SB21,,1428,913,3,1,0,0,0,845,72,0,0,0,0,0,917,170,110,191,41,40,48,57,58,26,19,118,19,8,1,3,4
,Meppel,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Schalle,0119::SB22,,1451,976,0,1,0,1,0,903,73,0,1,0,0,0,976,156,92,254,39,66,44,61,59,23,21,114,21,14,1,7,4
