contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Montessorischool,0355::SB22,3705 XL,983,723,0,2,0,6,0,655,64,0,6,0,0,0,719,88,74,40,54,63,27,153,34,40,16,18,8,14,94
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Woonzorgcentrum Vredenoord,0355::SB23,3712 AA,563,465,0,4,0,0,0,417,52,0,0,0,0,0,469,77,45,40,36,20,21,71,21,37,6,16,4,14,57
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Verpleeghuis De Wijngaard,0355::SB24,3735 MR,1588,969,0,2,0,2,0,835,134,0,2,0,0,0,969,414,60,71,36,34,4,61,37,71,13,15,0,14,139
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Brede School - BS De Kameleon,0355::SB25,3734 VH,967,632,0,0,0,0,1,575,56,0,0,0,0,0,632,136,73,54,46,32,17,102,26,40,9,5,4,10,78
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkservicepunt Pelita,0355::SB26,3734 EB,1754,899,1,1,0,0,0,834,68,1,0,1,0,0,902,145,87,73,73,63,42,141,27,58,7,39,2,16,126
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dorpshuis 't Trefpunt,0355::SB27,3711 BM,1216,789,3,2,0,0,0,738,57,0,0,1,0,0,795,142,55,63,70,44,24,127,31,63,7,32,0,20,111
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkgebouw 't Lichtpunt,0355::SB28,3707 BM,1278,1045,5,1,0,0,0,935,117,2,0,1,1,0,1052,258,96,125,60,53,36,123,67,53,19,24,8,15,108
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Abrona  't Lichtpunt,0355::SB30,3712 XJ,1272,558,2,1,0,0,0,500,61,0,0,0,0,0,561,83,48,27,33,46,9,113,42,40,4,3,6,7,97
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau VSO Meerklank,0355::SB31,3705 AR,1253,299,0,0,0,0,0,285,14,0,0,0,0,0,299,20,29,24,21,8,24,83,13,13,4,11,5,12,32
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Comeniusschool,0355::SB32,3703 CG,1235,529,0,5,0,0,0,483,51,0,0,0,0,0,534,160,71,48,29,8,5,78,41,25,8,12,0,3,41
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Montessorischool locatie Kerckebosch,0355::SB33,3708 DM,772,472,4,0,0,0,0,418,58,0,0,0,0,0,476,145,78,48,26,3,6,67,27,18,2,8,8,7,29
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Oude Bethesda,0355::SB34,3734 CN,1101,812,1,4,0,0,0,722,95,0,0,0,0,0,817,253,107,66,46,20,14,98,27,24,7,22,2,13,113
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Diakonessenhuis Zeist,0355::SB35,3707 HL,982,649,2,1,0,0,0,564,88,0,0,0,0,0,652,277,80,56,36,9,5,68,25,17,5,8,1,6,56
,Zeist,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau NoorderLichtgemeente,0355::SB36,3707 AE,1197,504,0,2,0,0,0,462,44,0,0,0,0,0,506,80,54,37,46,29,12,88,25,28,13,9,1,6,76
