contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Staatkundig Gereformeerde Partij (SGP),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),ChristenUnie,Partij voor Zeeland (PVZ),GROENLINKS,50PLUS,DENK,Partij voor de Dieren,Forum voor Democratie
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Ter Weel,0664::SB11,,1358,752,2,1,0,0,0,695,60,0,0,0,0,0,755,186,59,38,41,44,82,31,38,37,56,50,1,23,66
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau De Symfonie,0664::SB12,,1276,749,0,2,0,0,0,654,97,0,0,0,0,0,751,183,99,32,19,32,59,57,52,21,60,27,1,20,87
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau 't Beest,0664::SB13,,1387,735,1,1,0,2,6,684,49,0,0,2,0,0,739,143,87,15,56,40,64,40,26,28,80,31,0,45,80
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau De Horst,0664::SB14,,1246,771,1,0,0,0,0,685,87,0,0,0,0,0,772,157,95,180,30,25,56,23,34,28,49,26,0,19,49
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Emergis,0664::SB15,,1348,874,1,3,0,1,1,773,105,0,0,1,0,0,879,244,115,35,27,40,69,54,47,30,56,47,1,22,87
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Amicitia,0664::SB16,,1389,919,2,2,0,0,0,838,85,0,0,0,0,0,923,234,106,88,38,42,84,38,30,35,71,34,1,37,81
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau het Wilhelminahuis,0664::SB17,,1400,829,1,3,0,2,1,754,80,0,0,2,0,0,835,166,168,43,23,28,52,49,33,36,51,34,0,29,117
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau 't Katshuis,0664::SB18,,453,313,1,0,0,0,1,282,31,0,0,0,0,0,314,60,30,12,15,19,40,23,15,17,25,9,0,19,29
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau De Griffioen,0664::SB19,,1708,1081,0,2,0,0,1,979,103,0,0,0,0,0,1083,274,80,134,53,40,69,40,44,47,72,57,2,54,115
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Heer Hendrikhuis,0664::SB20,,1061,710,0,0,0,0,0,634,76,0,0,0,0,0,710,197,79,83,26,28,76,28,21,36,34,24,2,17,59
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Poelwijck,0664::SB21,,1290,767,1,2,0,0,0,705,65,0,0,0,0,0,770,208,60,28,25,45,84,33,37,40,59,35,0,29,84
,Goes,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau De Schakel,0664::SB22,,1344,876,3,0,0,1,1,797,82,0,0,1,0,0,880,239,72,60,50,49,75,48,43,30,66,40,1,25,78
