contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Hurdegaryp, It Maskelyn",0737::SB15,9254 GM,1681,1131,7,1,0,0,1,1065,73,0,0,0,0,0,1139,164,175,81,49,80,59,65,47,112,30,40,20,9,0,2,198
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Hurdegaryp, Nieuw Perspectief",0737::SB16,9254 CV,1501,958,2,4,0,0,0,904,60,0,0,0,0,0,964,159,150,68,52,60,46,60,38,110,40,31,22,8,2,4,108
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Ryptsjerk, De Einekoer",0737::SB17,9256 HR,604,417,1,0,0,0,0,385,33,0,0,0,0,0,418,81,44,29,13,65,30,25,13,40,10,10,3,6,0,8,40
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Gytsjerk, De Canterlanden",0737::SB18,9061 CC,1020,672,0,0,0,0,0,618,54,0,0,0,0,0,672,91,118,77,30,50,24,28,31,76,19,19,6,7,0,0,96
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Mûnein, De Mounestien",0737::SB19,9063 JL,575,376,0,0,0,0,0,339,37,0,0,0,0,0,376,72,35,25,13,45,36,30,13,31,12,6,6,1,0,0,51
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Oentsjerk, Heemstra State",0737::SB20,9062 GX,1512,1009,4,2,0,1,1,928,85,0,1,0,0,0,1014,232,187,86,42,100,16,75,45,71,25,16,12,3,0,2,97
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Aldtsjerk, Oerein",0737::SB21,9064 KE,504,362,0,1,0,0,0,340,23,0,0,0,0,0,363,35,71,34,17,42,17,14,17,31,4,6,0,6,0,2,66
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Wyns, De Skûle",0737::SB22,9091 BC,189,128,2,0,0,0,0,117,12,0,1,0,1,0,129,21,23,15,2,4,3,7,6,13,9,3,1,2,0,3,16
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Gytsjerk, Openbare Bibliotheek",0737::SB23,9061 BE,816,545,1,0,0,0,0,512,34,0,0,0,0,0,546,84,57,50,28,55,31,27,28,54,21,18,10,10,0,0,72
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Burgum, Hulpmiddelencentrum",0737::SB24,9251 GA,1542,614,6,0,0,0,0,566,54,0,0,0,0,0,620,134,77,31,25,78,30,55,20,41,21,8,11,3,0,7,73
,Tytsjerksteradiel,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Burgum, Het Martinushuis",0737::SB25,9251 KA,799,558,0,1,0,0,0,507,53,0,0,1,0,1,560,112,68,51,25,72,26,47,20,38,12,2,5,2,0,5,73
