contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Sterk Lokaal,Forum voor Democratie,Partij voor de Dieren,Onafhankelijke Partij Drenthe,DENK,Staatkundig Gereformeerde Partij (SGP),Senioren Belang
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Schanskuil,0114::SB12,,917,507,0,0,0,0,0,468,39,0,0,0,0,0,507,33,98,53,29,61,23,30,22,22,19,80,22,4,0,6,5
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis Weerdinge,0114::SB13,,558,396,0,0,0,0,0,372,24,0,0,0,0,0,396,39,63,31,26,21,22,36,35,27,24,42,15,6,1,0,8
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Marke,0114::SB14,,2064,1134,7,7,0,0,0,1050,98,0,0,0,0,0,1148,83,260,97,106,143,40,51,54,46,25,178,16,9,14,1,11
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Kerkgebouw het Baken,0114::SB15,,1728,729,3,2,0,0,0,677,56,0,1,0,1,0,733,13,163,45,70,130,16,28,33,32,17,108,12,5,53,1,3
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum Heidehiem,0114::SB16,,613,729,3,2,0,0,0,677,56,0,1,0,0,0,733,13,163,45,70,130,16,28,33,32,17,108,12,5,53,1,3
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Schepershof,0114::SB19,,1338,769,2,2,0,0,0,708,65,0,0,0,0,0,773,49,136,52,88,98,34,30,61,34,27,108,20,8,11,3,10
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Verpleegtehuis De Horst,0114::SB20,,1925,836,2,6,0,0,1,755,88,0,0,0,0,0,844,36,172,47,79,80,33,28,57,42,24,168,35,7,10,5,13
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum De Schans,0114::SB21,,1958,929,4,6,1,0,0,861,77,0,1,0,0,0,938,79,228,72,67,75,42,40,75,41,44,117,24,10,2,1,12
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Stichting PAND 88,0114::SB22,,1249,656,0,1,0,2,0,614,45,0,0,2,0,0,659,34,154,34,87,51,22,47,51,26,22,78,28,7,3,2,10
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Verpleegtehuis De Bleerinck,0114::SB24,,1390,673,0,3,0,0,0,626,49,0,1,0,1,0,675,44,124,70,75,52,36,42,57,17,38,78,26,3,0,7,4
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum Holtingerhof,0114::SB26,,1580,854,0,1,0,0,0,792,63,0,0,0,0,0,855,76,171,115,70,48,59,44,68,21,24,91,45,9,3,3,7
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau 't Brinkenhoes,0114::SB27,,1971,1163,6,5,0,0,0,1075,99,0,0,0,0,0,1174,89,254,92,106,85,57,56,88,48,38,156,43,10,10,8,23
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Kerkgebouw De Bron,0114::SB28,,2005,1036,4,4,0,2,1,963,78,0,2,0,0,0,1042,44,148,46,115,121,25,79,90,51,40,190,52,11,8,5,11
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau O.b.s 't Koppel,0114::SB32,,1352,550,0,2,0,0,0,500,52,0,0,0,0,0,552,26,94,27,67,93,5,50,12,22,22,107,13,1,0,3,8
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Multifunctioneel Centrum de Badde,0114::SB33,,1433,764,3,2,0,0,0,667,102,0,0,0,0,0,769,66,103,51,78,147,13,49,16,30,27,140,21,7,0,7,9
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis 't Stadhoes,0114::SB34,,609,330,0,2,0,0,0,304,28,0,0,0,0,0,332,24,33,32,29,71,8,9,10,10,11,73,11,2,0,2,5
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau O.b.s. De Meent,0114::SB35,,982,488,0,1,0,0,0,442,47,0,0,0,0,0,489,23,61,36,62,118,6,8,16,18,34,88,8,4,0,1,5
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Sporthal de Klabbe,0114::SB36,,1242,590,1,0,0,0,0,530,61,0,0,0,0,0,591,21,113,44,71,146,18,20,14,20,19,81,14,0,2,1,6
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau O.b.s. De Dreef,0114::SB37,,1163,643,0,0,0,0,0,566,77,0,0,0,0,0,643,26,76,53,46,136,15,47,22,36,37,116,18,5,1,4,5
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Buurtgebouw Ons Dorp,0114::SB38,,1434,720,1,1,0,0,0,643,79,0,0,0,0,0,722,28,133,42,73,190,8,21,9,27,40,119,19,4,1,4,2
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau O.b.s. De Bente,0114::SB39,,902,419,1,1,0,0,0,376,45,0,0,0,0,0,421,19,64,34,26,96,6,11,18,15,34,77,10,2,0,3,4
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Foxel,0114::SB40,,541,300,0,1,0,0,0,267,34,0,0,0,0,0,301,20,48,18,26,55,11,11,10,14,11,55,11,2,0,4,4
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Veenkerk,0114::SB41,,152,101,0,0,0,0,0,93,10,0,0,2,0,0,103,2,22,13,7,25,2,1,1,2,8,16,2,0,0,0,0
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Collink,0114::SB42,,1398,619,2,3,0,0,0,558,67,1,0,1,0,0,625,32,97,94,41,137,11,7,13,25,18,126,10,4,0,1,3
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Sporthal De Eendracht,0114::SB43,,1145,556,0,0,0,0,0,485,71,0,0,0,0,0,556,13,114,36,54,82,3,13,13,34,12,160,11,4,0,1,6
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Meerstal,0114::SB44,,1206,693,0,3,0,0,0,623,73,0,0,0,0,0,696,23,112,59,64,154,12,8,20,25,11,186,11,0,0,3,5
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Gemeentewinkel Klazienaveen,0114::SB45,,1820,839,2,3,0,0,0,752,92,0,0,0,0,0,844,43,135,108,66,120,11,21,14,43,19,232,10,2,2,2,11
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum Dillehof,0114::SB46,,1406,751,1,1,0,0,0,663,90,0,0,0,0,0,753,45,135,66,56,89,16,20,28,47,37,180,17,4,0,6,5
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau O.b.s. De Spil,0114::SB49,,2013,1051,1,0,0,0,0,946,106,0,0,0,0,0,1052,47,207,85,100,189,16,11,33,54,19,253,11,11,0,2,13
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Wijk- en Dienstencentrum Noorderbreedte,0114::SB50,,1859,766,1,4,0,0,0,690,81,0,0,0,0,0,771,32,125,67,84,119,20,27,22,44,11,187,8,9,2,1,8
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Sporthal de Zon,0114::SB51,,1323,696,1,2,0,2,0,644,57,0,0,2,0,0,701,67,91,102,51,83,13,14,16,15,20,202,8,4,2,5,3
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Buurthuis 't Hoekje,0114::SB53,,1306,796,0,3,0,0,0,701,98,0,0,0,0,0,799,35,108,75,71,134,19,20,24,34,22,229,6,5,0,2,12
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Klink,0114::SB54,,1307,668,2,2,0,0,0,607,65,0,0,0,0,0,672,25,162,35,63,121,4,8,10,48,21,156,9,3,0,0,3
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Parc Centrum Sandur,0114::SB55,,1675,978,1,1,0,0,0,890,90,0,0,0,0,0,980,148,158,81,36,63,70,61,75,37,52,144,29,9,0,2,13
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorphuis d'Aole Turfstee,0114::SB56,,355,231,0,1,0,0,0,201,30,0,1,0,1,0,231,20,27,14,29,40,4,3,8,10,4,57,12,3,0,0,0
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau S.K.W. Barnstee,0114::SB57,,1413,799,0,3,0,0,0,674,128,0,0,0,0,0,802,66,166,116,43,82,15,18,21,30,40,175,12,6,0,1,8
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau 't Schienvat,0114::SB59,,1739,1099,2,0,0,4,0,988,109,0,4,0,0,0,1097,63,172,269,78,95,46,27,43,54,41,162,20,13,2,6,8
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau O.b.s. De Anbrenge,0114::SB60,,2053,1092,1,1,0,2,0,967,129,0,0,2,0,0,1096,113,155,211,79,63,53,25,49,43,44,199,25,10,0,12,11
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau P.C. b.s. De Bron,0114::SB63,,1312,661,1,1,0,0,0,603,60,0,0,0,0,0,663,69,85,85,47,76,29,28,18,29,33,133,21,5,1,1,1
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum Oldersheem,0114::SB64,,1889,981,1,17,0,0,0,891,108,0,0,0,0,0,999,73,151,131,70,122,37,31,46,41,23,199,30,11,1,2,13
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau P.C.b.s. Het Anker,0114::SB65,,1412,769,1,0,0,0,0,703,67,0,0,0,0,0,770,59,153,61,79,55,47,46,61,17,38,116,19,7,1,2,8
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum Valkenhof,0114::SB66,,1704,1153,6,1,0,0,0,1076,83,0,1,0,1,0,1159,92,226,125,72,70,68,72,119,41,47,148,44,13,1,8,7
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,"Stembureau Obs de Lisdodde, Eidereend",0114::SB67,,1884,606,1,0,0,0,0,556,51,0,0,0,0,0,607,48,121,70,53,28,47,33,51,19,32,71,19,5,0,5,4
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Obs de Lisdodde,0114::SB68,,2060,1595,2,5,0,0,0,1439,161,0,2,0,2,0,1600,229,284,126,70,61,135,102,134,58,90,230,43,11,2,6,14
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zalencentrum d' Aol Meul,0114::SB69,,959,445,1,0,0,0,0,406,40,0,0,0,0,0,446,29,115,44,26,57,7,10,6,16,17,95,7,4,0,5,7
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Woonvoorziening d'olde Beke,0114::SB72,,1626,875,1,0,0,1,0,810,67,0,0,1,0,0,877,87,86,239,69,59,27,33,34,42,45,124,21,4,0,2,3
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Verzorgingscentrum De Anloop,0114::SB73,,1735,1057,5,3,0,0,0,987,78,0,0,0,0,0,1065,79,130,288,80,95,27,29,35,47,72,133,21,9,2,6,4
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dagcentrum De Beek,0114::SB74,,1027,533,0,2,0,0,0,481,54,0,0,0,0,0,535,64,44,138,22,40,10,9,15,27,27,105,11,15,0,2,4
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Webbe,0114::SB75,,1367,638,1,1,0,0,0,589,51,0,0,0,0,0,640,48,58,95,42,133,10,14,22,48,12,128,15,3,1,0,9
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Verenigingsgebouw 't Trefpunt,0114::SB76,,502,266,0,0,0,0,0,248,18,0,0,0,0,0,266,16,52,29,20,41,10,11,10,8,23,32,12,1,0,0,1
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Drenthe College Locatie Veldlaan,0114::SB77,,1318,674,2,2,0,0,0,607,71,0,0,0,0,0,678,41,154,47,62,76,23,30,49,26,18,89,21,10,18,2,8
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau St. Gerardusschool,0114::SB78,,1081,601,3,6,0,0,0,542,68,0,0,0,0,0,610,70,86,103,28,67,22,23,13,22,20,133,4,3,0,0,7
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau S.C.C. De Schalm,0114::SB79,,1338,670,1,2,0,0,0,611,62,0,0,0,0,0,673,51,118,44,62,122,19,30,12,29,29,119,12,11,2,2,8
,Emmen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau M.F.A. Het Venster,0114::SB81,,569,344,1,0,0,0,0,308,37,0,0,0,0,0,345,60,60,29,16,9,31,25,22,6,19,55,7,1,0,4,0
